,Unnamed: 0,source,review_id,review_date,review_description,rating,user_name,review_title,developer_response,developer_response_date,thumbs_up,laguage_code,country_code
269,1953,App Store,c13957b2-0838-400e-a603-28ca93dd78e5,2022-08-20,"Switched mortgage recently and just started using the Barclays app to manage my mortgage and overpayments. Absolutely awful; setup was easy enough but adding card details to make an overpayment is genuinely impossible.
You can’t select a card expiry date without the screen closing down and having to start all over again. Very poor, expected better from Barclays tbh.",1,Fpufp,Worst financial app out there,,,,en,gb
270,2005,App Store,96445bd0-55e1-4caa-979a-7e5dfd291079,2022-12-07,"I don’t know how I ever survived without Online Banking there are frustrations and limits on what you can do, but overall so much more convenient than standing in a queue in a bank",5,gibsos,Touch of a finger banking,,,,en,gb
271,2006,App Store,50d26ada-c695-4e54-861b-7930077fc6a1,2022-11-17,Payee saved contact need option to either delete as I have lots of them that I don’t use to transfer money too,5,$heanged ,Just need small touch up on payee,,,,en,gb
272,2007,App Store,481738ed-cbb3-4df5-9fc8-d04d7c726860,2022-10-17,A app that is user friendly well designed. It also stops wasting hours of my life queuing at my bank . Even an idiot like me can use it and I can laugh at my wife struggling with her banks app.,5,Billy2bs,Great banking app,,,,en,gb
273,2008,App Store,aeaeb23e-20a7-4585-aa1a-71e5f3f34449,2022-11-02,"App is great, however first time ever I’ve came a cross an issue. Where I can’t pay in cheque, it says take a photo, but next stage doesn’t load. Checked if camera permission is given, but doesn’t look like this app evens asks for it. Anyway can’t pay in my cheques till this is fixed.",3,Mr Tango t,Please fix ASAP,,,,en,gb
274,2009,App Store,a8c8c582-dc82-4e9c-8b15-8d9a16331ba7,2022-06-13,An excellent app.  So easy to use & manage accounts. What I love about Barclays is being able to speak to someone locally when I need to.  Some that lives where I live & who understands.,5,Smashingit1!,Excellent,,,,en,gb
275,2010,App Store,cdbde462-34f7-47ec-8652-f1cb8479196c,2022-02-07,There are everything that you need. Also a chat if you can’t solve something they will answer you so quickly. I love to be with Barclays. Thank you all.,5,Denise Vieira *),Excellent app,,,,en,gb
276,2011,App Store,06c659f6-98e2-4749-b65e-a69ccb060e0e,2022-02-09,"Over the course of a few months, I’ve tried adding a Santander Business external account and after the process of doing so, I’m met with a message that I’ve been successful only to log back into the app and find that the account has not actually been added. Prior to this, it used to work.",2,Fan of TV,Unable to add external accounts,"{'id': 27942923, 'body': ""Hi there.  Thank-you for your response. We have engaged with our Open Banking team with a view to understanding this issue better and we will let you know when we have an update. In the meantime, please let us know which 3rd party it is that you're trying to add. Many Thanks. NL"", 'modified': '2022-02-09T11:39:57Z'}",,,en,gb
277,2053,App Store,d9be8d90-c8bf-47b5-b1c8-7d81f9bffbb5,2022-11-29,"ever, easy to use no hassle. It takes seconds to transfer money from account to another. Also easy to send money to other people.",5,S'cube,Best appl ever,,,,en,gb
278,2054,App Store,abfc0a4a-1dd6-47e1-8fbe-9fd19e5a2c50,2022-10-06,"Wish we’d had this app years ago. 

Hopefully will remain this simple to access, transfer and pay money.",5,jeanspain,Easiest way to pay,,,,en,gb
279,2055,App Store,6c87b28d-c24d-4d1d-9dd8-2d061b86d148,2022-10-31,"New to this, see so many bugs and random issues here and there, lacks polish and premier, have to restart it all the times, wanted to make a transfer today, some random issue doesn’t allow me to it, it’s already inconvenient. 

Seems built on the same tech as the Barclaycard app so I’m bracing for much worse. 

Same old banks trying to catch up to modern apps but interest rates is why I’m here anyway",1,jamon8,Meh,,,,en,gb
280,2056,App Store,fda16411-c691-4367-a015-8db3ea7a151b,2022-06-04,The feature of seeing i you coming payment was fantastic and well played. Can we get it back please ?,5,Bekiki007,Upcoming payment feature,,,,en,gb
281,2057,App Store,c87f6919-a51c-4340-8d9b-da9ba20932d8,2022-08-06,"Any app that doesnt allow you to copy and paste from an encrypted password app like 1password is unsafe. My passwords are all unique encrypted, as are my card details and pins. 

This app resets the login journey every time you navigate back to a password app. Therefore, it forces you to write everything down so that you can manually type it into the app. This is not a safe login process, and also extremely infuriating.",1,AMJ1234567891234566789,Unsafe login process,"{'id': 5079583, 'body': 'Hi there, I get your frustration however security is paramount to us so we will ask you to login with a passcode to ensure the person logging in is the correct person. Depending on your device; we do support fingerprint login which may be more suitable for you. -Dylan', 'modified': '2018-09-17T11:20:30Z'}",,,en,gb
282,2058,App Store,547b422a-ee52-4b88-a091-ecfd59f5533e,2022-04-28,I’ve always found Barclays extremely easy to use and very user-friendly. Brilliant! Just what you need when you’re busy and need a stress-free system to get on with your day.,5,Babyfacestud,Ease Of Use,,,,en,gb
283,2059,App Store,6b7bad1e-a838-4366-b805-8e51541570e9,2022-02-06,I have notifications when I use my card and this is more beneficial to me because I have been scammed before without knowing.,5,F E Bradley,Excellent device to use,,,,en,gb
284,2118,App Store,0931b5b3-6954-4ff9-8681-5a6f23f1caee,2023-02-17,"Best app on my phone. Fantastic couldn’t do without it. Really super app, such a timesaver and so easy to transfer and pay people. Couldn’t do without this app.",5,Lady. Di,The mobile banking app is the,,,,en,gb
285,2119,App Store,f8f8ba07-3d7e-4316-9cac-a0e2b4f6e53d,2023-03-13,The app crashes every time after sending an international transfer. The payment goes through but the app crashes each time,4,jullkaag,Recent update - statement not up to date,,,,en,gb
286,2120,App Store,a689e6b8-423b-44c7-a7f3-95376d2c813b,2022-12-08,Using the app dies support banking tasks but still like to go into a bank should I need too however can do everything online if secure enough,5,Grace or every need 🙏🏾,Good service,,,,en,gb
287,2121,App Store,ee51a73d-a8e5-49b2-9061-ae44d4a71fef,2023-02-07,"The app returns to home screen every time I switch to another app and return back. This has been happening for several months. It is especially frustrating when I need to copy some details from another app rather than always enter manually.

Please fix this!",2,vic_os,Very frustrating experience,,,,en,gb
288,2122,App Store,45fc1df0-407f-4285-a605-1acb3e1b0be0,2022-10-19,love it. Easy access access with fingerprint technology and very easy to use and give a large range of services- more so than my,5,Dazaroonieh,Bank app is the best of all the bank apps.,,,,en,gb
289,2123,App Store,4ed7e70a-65aa-4d22-bbed-4125c020ea11,2022-11-26,"There is no back button when making your application so you have to delete the app to make the changes when you make a mistake! Now I’ve done that even after passing the Identity check the first time, now it wants me to go to physical bank to verify my identity and with them closing the banks close to me I won’t be doing so! So unfortunately won’t be joining Barclays.",1,AJRodders,Never got to use it!,,,,en,gb
290,2124,App Store,f228a5b1-d939-40b1-893b-b2e91b0fcfbe,2022-08-24,"I have been with Barclays now for 5 months, I have to say one of the easiest of banking app to use and navigate through, great security features too, well done Barclays 5*",5,Farrowchino,So easy,,,,en,gb
291,2125,App Store,8637cbfb-ce8d-4fb9-bc06-c5b2b1c9b772,2022-07-02,Excellent service with many great options and advantages,5,gcccctttt,Barclays reviewfast and accurate service back up by friendly throughout always service polite,,,,en,gb
292,2126,App Store,339ceef8-9dc2-40c7-8fd9-835f8f39e22f,2022-07-02,Very please with this method of banking So far so good I’ve had good experiences each time I use the service I’m not a recital person but I find this app easy to use and well managed,5,Blackcountryflyet,On line banking app,,,,en,gb
293,2127,App Store,1fb67227-867a-4404-9e73-f89be07d9f17,2022-02-12,"The connection to the Barclays site is safe, easy & immediate. Information can be accessed speedily. If work is being done on the site a clear apologetic message is relayed to users. It is an excellent faultless site. M W",5,Rocques,Excellent Site,,,,en,gb
294,2128,App Store,0a39288a-281a-42c0-a023-4082f28b97b3,2022-02-26,"Hi, I don’t see show pin and card detail option sometime when I click on credit cards. Note that sometimes it is visible and sometime not. However I see this option all the time for my debit card.",3,sandeep-apple,Don’t see freeze card and see pin option,"{'id': 28360568, 'body': 'Hi there. We are aware of a similar issue has been raised before e.g. if you scroll from Debit > credit, the “freeze card” link shows for a small period on the credit cards hub. This is due to a lag but the freeze card feature in the app is not currently available for credit cards. \r\n\r\nWhen trapping from Credit to Debit Card there is a time lag for the ‘View PIN & card details’ to be displayed. The feedback for the issue will be passed on to our relevant teams with a view to improve this in the future. Hope this helps. AG\r\n', 'modified': '2022-03-03T13:34:29Z'}",,,en,gb
295,2129,App Store,ad7c6277-5696-478e-9b66-af79813747e8,2022-02-11,"Working with no issues .
Definitely recommend",5,Blondi_shh,Using this app for few years already is essential for me!,,,,en,gb
296,2130,App Store,5de80dcb-1e9b-44d9-8484-401992110f06,2022-02-07,I have had Barclays Mobile Banking since it started.  Brilliant App.  Never had an issue.  Could be improved with Cheque Acceptance in the Mobile App but otherwise great,5,Maggied1307,Barclays Mobile Banking,,,,en,gb
